Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
Vietnam,VNM,"Population ages 15-64, male",SP.POP.1564.MA.IN,8848341,8956207,9064184,9182910,9329744,9513709,9717218,9956499,10228263,10523331,10834267,11137389,11456528,11791441,12144291,12516744,12840650,13188427,13557531,13942688,14341085,14778451,15223559,15678741,16149516,16636810,17112416,17607128,18115918,18630842,19147905,19653087,20162485,20676514,21203166,21748523,22269814,22836743,23435317,24038348,24630899,25297557,25904400,26486564,27094805,27747297,28332643,28966042,29615742,30230220,30782082,31241506,31662985,32038606,32370443,32662617,32922696,33133775,33313641,33488287,
Vietnam,VNM,"Population ages 00-04, female (% of female population)",SP.POP.0004.FE.5Y,17.2448902,17.21210247,17.14194428,17.04831445,16.92011789,16.75276871,16.52291876,16.30064649,16.08574116,15.88604374,15.70408057,15.56414633,15.46105425,15.37300863,15.26592197,15.12033462,15.02528171,14.82271419,14.5597372,14.30794236,14.11789507,13.89325155,13.75761886,13.68353759,13.622248,13.54282788,13.50318422,13.40468951,13.26049231,13.10098274,12.9474849,12.80193164,12.64658959,12.45676659,12.17306352,11.76088344,11.33697309,10.69385979,9.934801216,9.22401099,8.667196712,7.969150933,7.660866767,7.622570239,7.662600663,7.653546593,7.823343993,7.86112359,7.80376964,7.739836164,7.731208378,7.765962667,7.771977636,7.770049584,7.764791037,7.760537436,7.720242025,7.71527949,7.723256373,7.709173502,
Vietnam,VNM,"Contraceptive prevalence, modern methods (% of women ages 15-49)",SP.DYN.CONM.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.7,,,,,,43.8,,,55.8,57.9,,56.2,61.1,56.7,63.5,64.6,65.7,61,68.2,68.8,,67.5,60,66.6,67.1,57,65,,,,,
Vietnam,VNM,"Children in employment, wage workers (% of children in employment, ages 7-14)",SL.WAG.0714.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.69,7.53,,,,,,,,
Vietnam,VNM,"Unemployment with basic education, male (% of male labor force with basic education)",SL.UEM.BASC.MA.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.874599993,0.822000027,0.777700007,1.032099962,0.924199998,1.536200047,1.44509995,1.521999955,1.032199979,1.794700027,
Vietnam,VNM,Labor force with intermediate education (% of total working-age population with intermediate education),SL.TLF.INTM.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73.22429657,72.67810059,74.85389709,75.50879669,75.72820282,75.02290344,75.45059967,75.646698,75.77629852,75.39589691,
Vietnam,VNM,"Labor force with advanced education, female (% of female working-age population with advanced education)",SL.TLF.ADVN.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86.70819855,86.35269928,87.95670319,87.58820343,87.80639648,87.56030273,87.38510132,87.77700043,87.63259888,87.60739899,
Vietnam,VNM,"Average working hours of children, working only, female, ages 7-14 (hours per week)",SL.TLF.0714.WK.FE.TM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.6,,,,,,,,
Vietnam,VNM,"Children in employment, self-employed, male (% of male children in employment, ages 7-14)",SL.SLF.0714.MA.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.9,,,,,,,,
Vietnam,VNM,"Children in employment, unpaid family workers, male (% of male children in employment, ages 7-14)",SL.FAM.0714.MA.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89.2,82.35,,,,,,,,
Vietnam,VNM,"Self-employed, male (% of male employment) (modeled ILO estimate)",SL.EMP.SELF.MA.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81.68599701,81.38700104,81.04000092,80.66500092,80.24500275,79.8010025,77.96499634,75.37000275,78.5719986,77.88800049,75.23600006,75.89800262,73.98100281,70.25900269,68.16899872,66.06600189,64.01200104,62.18899918,60.73699951,60.77199936,59.85699844,59.9980011,60.09600067,59.60200119,55.94400024,53.70199966,52.4070015,51.69300079,50.9980011,50.31600189
Vietnam,VNM,"Child employment in agriculture, female (% of female economically active children ages 7-14)",SL.AGR.0714.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72.73,,,,,,,,
Vietnam,VNM,"Multidimensional poverty headcount ratio, children (% of population ages 0-17)",SI.POV.MDIM.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vietnam,VNM,Domestic private health expenditure per capita (current US$),SH.XPD.PVTD.PC.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.45799065,16.05651474,11.50500298,13.8394928,16.81984711,20.64723969,25.21851349,30.07801247,35.38202667,39.28375244,45.45627975,52.4746666,60.20703125,60.04850769,63.82440567,65.40686798,61.75280762,63.98967743,,,
Vietnam,VNM,Newborns protected against tetanus (%),SH.VAC.TTNS.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,18,24,21,38,69,76,80,89,86,82,83,86,86,86,85,85,86,87,86,84,87,87,87,91,91,91,94,94,94,94,96,
Vietnam,VNM,Tuberculosis treatment success rate (% of new cases),SH.TBS.CURE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92,93,92,92,92,92,92,91,92,92,92,93,91,89,91,92,92,92,,,
Vietnam,VNM,"People using safely managed sanitation services, urban (% of urban population)",SH.STA.SMSS.UR.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vietnam,VNM,"Prevalence of underweight, weight for age, male (% of children under 5)",SH.STA.MALN.MA.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.8,,,,,,,26.7,,,,,,,,,,12.1,,,,,,,,,,
Vietnam,VNM,"Mortality rate attributed to household and ambient air pollution, age-standardized, male (per 100,000 male population)",SH.STA.AIRP.MA.P5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95,,,,
Vietnam,VNM,"Physicians (per 1,000 people)",SH.MED.PHYS.ZS,,,,,,,,,,,,,,,,,,,,,0.241,0.247,,,,,1.056,,,0.391,0.404,0.407,0.437,,,,,0.569,0.48,0.515,,0.5242,0.5514,,,0.6139,0.6239,0.6415,0.6648,0.6982,0.71,1.152,0.8209,1.18,0.783,0.7963,0.8281,,,,
Vietnam,VNM,"Prevalence of HIV, male (% ages 15-24)",SH.HIV.1524.MA.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,
Vietnam,VNM,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,,,,,86.3,85.6,85,84.3,83.7,82.9,82.1,81.3,80.3,79.1,77.9,76.6,75.1,73.4,71.7,70.1,68.5,66.9,65.4,64.1,62.7,61.3,59.7,57.9,55.9,53.6,51.3,48.8,46.3,43.7,41.3,38.9,36.7,34.7,32.8,31.2,29.7,28.5,27.3,26.4,25.6,24.9,24.3,23.9,23.5,23.1,22.9,22.6,22.3,22.1,21.8,21.5,21.2,20.8,20.4,19.9,
Vietnam,VNM,Number of deaths ages 5-9 years,SH.DTH.0509,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13910,13202,12504,11828,11157,10491,9837,9200,8567,7934,7271,6597,5870,5128,4440,3868,3403,3049,2789,2583,2397,2224,2073,1950,1854,1774,1707,1645,1585,1528,
Vietnam,VNM,"Proportion of time spent on unpaid domestic and care work, male (% of 24 hour day)",SG.TIM.UWRK.MA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vietnam,VNM,"Current education expenditure, secondary (% of total expenditure in secondary public institutions)",SE.XPD.CSEC.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74.53710938,73.28681946,75.477211,78.79434967,77.27465057,,,,,,,
Vietnam,VNM,"Educational attainment, at least Bachelor's or equivalent, population 25+, total (%) (cumulative)",SE.TER.CUAT.BA.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vietnam,VNM,"Trained teachers in lower secondary education, female (% of female teachers)",SE.SEC.TCAQ.LO.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86.82032013,87.94480896,90.39981842,91.80029297,,,,97.51709747,97.78749084,98.81152344,97.9364624,,,99.20236969,,100,99.68963623,99.58120728,99.68218994,99.77983093,99.55911255,
Vietnam,VNM,"Pupil-teacher ratio, lower secondary",SE.SEC.ENRL.LO.TC.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.2579,28.65016,27.62088,26.32162,25.71566,24.74851,23.53538,22.6083,21.05867,20.0195,18.73162,17.59008,16.60995,15.88789,15.79127,15.43995,15.62477,16.3117,16.38986,16.83703,17.5546,,
Vietnam,VNM,"Lower secondary completion rate, male (% of relevant age group)",SE.SEC.CMPT.LO.MA.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69.68515778,73.95590973,,,,,,,,,,,,95.47844696,100.4185486,,,94.77947235,,
Vietnam,VNM,"Trained teachers in primary education, female (% of female teachers)",SE.PRM.TCAQ.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78.37976837,81.63440704,86.21999359,87.01257324,,,,96.30335999,98.77683258,99.89350128,99.76278687,98.45854187,99.27735138,99.54686737,,100,99.61167908,99.87374115,,99.90090942,99.65341187,
Vietnam,VNM,"Net intake rate in grade 1, female (% of official school-age population)",SE.PRM.NINT.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vietnam,VNM,"Educational attainment, at least completed primary, population 25+ years, female (%) (cumulative)",SE.PRM.CUAT.FE.ZS,,,,,,,,,,,,,,,,,,,,62.8862915,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vietnam,VNM,"School enrollment, primary (gross), gender parity index (GPI)",SE.ENR.PRIM.FM.ZS,,,,,,,,,,,,,,,,,1.013190031,1.029170036,0.916050017,0.960240006,0.952390015,0.936869979,,,,0.957759976,0.947260022,,,,,1.002740026,,,,0.999570012,,,0.960659981,0.941320002,0.95867002,0.955860019,0.950580001,0.949779987,0.943719983,0.950540006,0.968479991,0.966780007,,0.977609992,0.954370022,0.960330009,1.011379957,0.98398,0.998369992,1.004179955,1.015110016,1.017619967,1.021829963,1.021389961,
Vietnam,VNM,Benefit incidence of social insurance programs to poorest quintile (% of total social insurance benefits),per_si_allsi.ben_q1_tot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.906167237,,,,1.078525981,,1.95383206,,1.622090952,,,,,,
Vietnam,VNM,Benefit incidence of unemployment benefits and ALMP to poorest quintile (% of total U/ALMP benefits),per_lm_alllm.ben_q1_tot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vietnam,VNM,Taxes less subsidies on products (current US$),NY.TAX.NIND.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14546135050,15526176575,15510322643,17310838703,18713589938,19371295884,20611031845,22367995561,24442207676,25970530279,
Vietnam,VNM,"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58419558463,64704858673,73354028645,80821624945,91040117521,1.03318E+11,1.14469E+11,1.25613E+11,1.34337E+11,1.43523E+11,1.69102E+11,1.83775E+11,1.98446E+11,2.1566E+11,2.39305E+11,2.43642E+11,2.67675E+11,2.92489E+11,3.14506E+11,3.00737E+11,3.56506E+11,3.84663E+11,4.34659E+11,4.65498E+11,5.01888E+11,5.36539E+11,5.89742E+11,6.259E+11,6.9E+11,7.4722E+11,
Vietnam,VNM,GDP per capita (constant LCU),NY.GDP.PCAP.KN,,,,,,,,,,,,,,,,,,,,,,,,,7026530.19,7128167.947,7162662.541,7255331.866,7461741.624,7839144.999,8064677.823,8367188.28,8905106.08,9435395.559,10081027.34,10857176.47,11690477.91,12469009.92,13021911.87,13484681.85,14242336.78,14968486.42,15760045.94,16690283.85,17783660.39,18950203.67,20084500.21,21314396.13,22306039.77,23280957.3,24529789.93,25795462.29,26867607.8,28027533.76,29393315.21,31030931.53,32619731.13,34489046.66,36564627.98,38756628.43,
Vietnam,VNM,Gross value added at basic prices (GVA) (constant LCU),NY.GDP.FCST.KN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.89E+15,2.02E+15,2.14E+15,2.25E+15,2.38E+15,2.55E+15,2.70E+15,2.89E+15,3.10E+15,3.32E+15,
Vietnam,VNM,Adjusted net national income per capita (annual % growth),NY.ADJ.NNTY.PC.KD.ZG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.697790478,6.054516868,8.191780997,6.413538903,4.604480552,10.11150133,6.216672382,5.935482091,4.012810247,5.861071222,-1.160193126,6.769510947,6.244435558,5.787073245,-4.826520628,22.99209213,4.355006647,8.742194008,4.393005141,4.953366472,5.758333859,8.921410259,2.59813222,7.726418915,,
Vietnam,VNM,Adjusted savings: consumption of fixed capital (% of GNI),NY.ADJ.DKAP.GN.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.237849769,5.673605942,5.921596786,6.447144671,6.638533117,6.605221147,7.04617357,7.147682336,7.448036912,7.47347072,7.509153496,7.053867026,7.299663552,7.427084424,7.556932742,7.674810441,8.295277919,8.534894779,8.711349788,8.632890595,9.612604476,8.805316521,8.784158552,8.699257078,8.754199916,8.83720042,8.964832984,9.035794359,9.59444356,9.701548486,,
Vietnam,VNM,Medium and high-tech Industry (including construction) (% manufacturing value added),NV.MNF.TECH.ZS.UN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.37418271,21.37418271,21.37418271,21.37418271,21.37418271,21.37418271,21.37418271,21.37418271,21.37418271,20.60613386,23.45451251,21.85804287,21.85804287,21.85804287,24.04169192,24.04169192,25.43053264,26.13678941,25.7290939,29.61500193,25.42911478,20.54017588,25.59272537,32.39355802,40.83202496,38.69011406,39.20097886,41.29515736,40.68911559,,
Vietnam,VNM,"Manufacturing, value added (current US$)",NV.IND.MANF.CD,,,,,,,,,,,,,,,,,,,,,,,,,,2891217926,5891663779,8200176618,4590135743,953639655.7,793175839.4,1259650117,1518898000,1999349773,2428725001,3108993366,3742635769,4425119856,4665812621,5075377296,5750363582,6425801618,7173075035,8040061270,9238854312,10848471132,12863310252,15003236547,18418071125,19401780477,15008931942,18100756957,20700211254,22832775311,24539530925,26463842087,29283700778,34308986384,39225645461,43172475714,
Vietnam,VNM,Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,16.59615503,14.7971782,15.00518886,34.05510436,45.2770843,36.03191306,38.83128931,37.48948448,43.4600693,41.90841059,51.83725938,51.24177732,52.15294513,52.82116063,57.49559741,56.89400472,61.95773496,67.65469652,73.28545645,67.01535337,70.59680754,84.08750939,83.98078769,72.09743366,80.2150125,83.52367728,76.52531152,81.4680958,83.12975386,88.98816608,91.06233925,98.79114458,102.4748608,103.6046953,
Vietnam,VNM,Gross fixed capital formation (constant LCU),NE.GDI.FTOT.KN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.34174E+14,1.53963E+14,1.75527E+14,1.93365E+14,2.17364E+14,2.20792E+14,2.43269E+14,2.69345E+14,3.03994E+14,3.40175E+14,3.75694E+14,4.12327E+14,4.53157E+14,5.62627E+14,5.84225E+14,6.35201E+14,7.04401E+14,6.49365E+14,6.61526E+14,6.96578E+14,7.61052E+14,8.32235E+14,9.14777E+14,9.95904E+14,1.10E+15,1.18E+15,
Vietnam,VNM,Gross national expenditure (current LCU),NE.DAB.TOTL.CN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.09601E+13,4.6008E+13,8.0519E+13,1.14812E+14,1.50739E+14,1.9352E+14,2.49364E+14,3.01681E+14,3.39338E+14,3.88319E+14,4.12193E+14,4.52624E+14,4.9264E+14,5.6012E+14,6.62655E+14,7.64907E+14,9.57062E+14,1.12E+15,1.41E+15,1.83E+15,2.02E+15,2.34E+15,2.84E+15,3.17E+15,3.52E+15,3.89E+15,4.28E+15,4.58E+15,5.06E+15,5.57E+15,6.13E+15,
Vietnam,VNM,Households and NPISHs Final consumption expenditure (constant 2010 US$),NE.CON.PRVT.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28765344525,30840651475,33644484388,35633257121,37224318467,38190651399,39365442932,41125688069,44262709470,47808447836,51200108107,54916540834,59016489339,64788072683,69756289190,71327241259,77166250897,80327711347,84247086326,88611098765,94034106970,1.02807E+11,1.10312E+11,1.1842E+11,1.27018E+11,1.36366E+11,
Vietnam,VNM,"Armed forces personnel, total",MS.MIL.TOTL.P1,,,,,,,,,,,,,,,,,,,,,,,,,,1027000,,,,1250000,1050000,1040000,857000,857000,700000,622000,622000,557000,524000,524000,524000,524000,524000,524000,,495000,495000,495000,495000,495000,522000,522000,522000,522000,522000,522000,522000,522000,,,
Vietnam,VNM,Fixed telephone subscriptions (per 100 people),IT.MLT.MAIN.P2,0.022090577,,,,,,,,,,,,,,,,,,,,,,0.114407804,0.116942201,0.117622113,0.118232967,0.122002401,0.120875379,0.119778062,0.120209945,0.144929621,0.197495702,0.215462048,0.359611193,0.600125853,1.034568456,1.559598533,1.728061014,2.232031175,2.66447497,3.181960819,3.777347788,4.818996231,5.348616558,12.18944755,,10.124993,13.07149434,17.12319641,20.01023581,16.34059548,11.44896028,10.64129627,7.410619192,7.332948237,7.903731231,5.978205651,4.635726174,4.4965804,3.79216788,
Vietnam,VNM,"Internally displaced persons, new displacement associated with conflict and violence (number of cases)",VC.IDP.NWCV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vietnam,VNM,Merchandise exports to low- and middle-income economies in Europe & Central Asia (% of total merchandise exports),TX.VAL.MRCH.R2.ZS,,,,0.004631881,,,,,,,,,,,,,,,,,,3.722007984,2.660425161,1.608832596,1.541994024,1.342572542,1.690758807,1.682746058,1.498217508,0.815304886,1.661306824,0.154280731,3.763229689,4.927543223,2.480522985,1.602915758,1.470271511,1.736209006,1.77147613,1.407259765,1.270163943,1.686030301,1.581078765,1.180786066,1.235080207,1.174350927,1.675745585,1.763745563,2.286317332,1.643381487,2.261490253,2.521637336,2.533699357,2.674146944,2.59207101,2.08877096,1.968351358,2.212520076,1.796295716,,
Vietnam,VNM,Net barter terms of trade index (2000 = 100),TT.PRI.MRCH.XD.WD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,97.55642083,98.33765343,103.9487961,106.2250471,112.2359264,116.0203748,118.3385745,124.9463122,124.5222862,130.5361466,129.8845519,129.6240011,129.6240011,129.8770413,131.0160287,132.9740323,130.8461394,128.3083912,,
Vietnam,VNM,Merchandise imports from high-income economies (% of total merchandise imports),TM.VAL.MRCH.HI.ZS,86.97829716,87.62356663,89.05214733,98.4974407,100,100,100,100,100,100,100,100,89.76362501,100,,,,,,,,91.06889377,89.75523461,93.36678658,82.83598292,17.01298419,15.71230965,13.1253009,14.9282465,13.53079965,46.64415987,65.64436278,60.38890082,74.43767831,68.31758558,71.98419624,78.81423466,79.53021929,79.03462712,77.02615191,74.43859761,72.8170489,69.99787291,67.99987683,65.68091391,63.91919718,63.72198498,60.80928429,60.18839617,53.64480877,54.88194069,56.85559141,56.71978473,53.94744513,51.56290492,47.77525177,48.68801869,50.14437693,53.64451489,,
Vietnam,VNM,"Share of tariff lines with international peaks, primary products (%)",TM.TAX.TCOM.IP.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.84653,,,,,33.13056,,36.10925,36.84134,39.72867,33.17329,33.44198,33.58026,35.78704,31.1447,35.9566,32.97326,,22.38912,28.24416,29.99235,28.10774,28.31419,27.75453,25.78606,,
Vietnam,VNM,"Share of tariff lines with international peaks, manufactured products (%)",TM.TAX.MANF.IP.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.69435,,,,,27.36196,,32.76093,31.50498,34.21786,30.88479,30.45942,30.65911,32.55826,18.2378,18.23461,22.5483,,15.61704,19.60461,19.51706,18.78371,19.74432,19.93881,15.11058,,
Vietnam,VNM,Urban population (% of total population),SP.URB.TOTL.IN.ZS,14.7,15.031,15.369,15.714,16.064,16.421,16.784,17.153,17.529,17.911,18.3,18.396,18.492,18.588,18.685,18.782,18.88,18.978,19.076,19.175,19.247,19.309,19.372,19.435,19.498,19.561,19.625,19.688,19.752,19.891,20.257,20.629,21.006,21.387,21.774,22.166,22.563,22.965,23.371,23.817,24.374,24.937,25.511,26.092,26.683,27.281,27.888,28.504,29.128,29.762,30.417,31.08,31.752,32.429,33.115,33.809,34.51,35.213,35.919,36.628,
